職稱,公司名稱,要求工作經驗,要求學歷,所需技能
(派遣制)中區_國內業務專員_TT,台灣昕諾飛股份有限公司,1年以上,專科以上,不拘
"Associate, Sales Account Management(Location: Taoyuan)",台灣莊臣股份有限公司,2年以上,專科、大學,不拘
【專業平板】Sales/Business Development Manager(美洲)【林口】,神達電腦股份有限公司,5年以上,大學以上,不拘
L'OREAL PROFESSIONNEL (北區) 業務代表/業務專員 (Sales Representative / Sales Executive),台灣萊雅股份有限公司,2年以上,專科、大學,不拘
Network appliance PM,威強電工業電腦股份有限公司,1年以上,大學、碩士,不拘
(派遣制) 南區_國內業務專員_MM,台灣昕諾飛股份有限公司,3年以上,大學、碩士,不拘
【Server】Channel sales_Korea【林口/Tyan】,神達電腦股份有限公司,5年以上,大學、碩士,不拘
S301 Fulfillment Account Sales (ODM/OEM),中磊電子股份有限公司,5年以上,大學、碩士,不拘
S302 產品經理 Product Manager (ODM/OEM/Networking/Telecom),中磊電子股份有限公司,5年以上,大學、碩士,不拘
無底薪業務人員Sales,開店123_昀全球投資股份有限公司,不拘,高中以下、高中、專科,"['客戶資料更新維護', '業務或通路開發', '業績目標分配與績效達成', '業績與管理報表撰寫', '廣告業務銷售能力']"
美製淨水精品銷售顧問(天母新光)Water Filters Sales Representative,偉太健康科技有限公司,2年以上,專科以上,不拘
"Senior General Ledger Accountant / Accounting Manager  (Vanguard Pai Lung DE Centro America,  S.A. DE C.V.)-Honduras",佰龍機械廠股份有限公司,10年以上,大學以上,不拘
"AM, Online Clients Sales (數位通路業務行銷), Associate/VP",摩根證券投資信託股份有限公司,5年以上,大學、碩士,不拘
Sales-國外/國內業務,愛普科技股份有限公司,2年以上,大學、碩士,不拘
營收管理經理 Revenue Manager,台北(國泰)萬怡酒店_國泰飯店管理顧問事業股份有限公司民生建國分公司,3年以上,大學、碩士,不拘
Taipei-Customer Service Specialist ,台灣創先電子有限公司,1年以上,大學、碩士,不拘
Sales Marketing,昆盈企業股份有限公司,2年以上,大學、碩士,不拘
駐廣東國外業務,榮大企業有限公司,1年以上,專科、大學、碩士,不拘
Key Account Manager (base in Japan),行動貝果有限公司,3年以上,大學以上,不拘
Supplier Quality Compliance Manager,台灣美光(台灣美光晶圓科技股份有限公司/台灣美光記憶體股份有限公司/美商美光亞太科技股份有限公司台灣分公司),5年以上,大學以上,不拘
SA20039 Global Product Marketing (Motherboards and Health Care Products),華碩電腦股份有限公司,2年以上,大學、碩士,不拘
SA20207 International Sales for EMEA/U.S./China Market (IPC/IoT),華碩電腦股份有限公司,3年以上,大學、碩士,不拘
<Korea> Sales / Account Manager,台灣積體電路製造股份有限公司(台積電),不拘,專科、大學、碩士,不拘
Senior Bancassurance Product Manager – General Insurance 產險產品資深經理,星展(台灣)商業銀行股份有限公司,5年以上,大學、碩士,不拘
Senior Bancassurance Product Manager,星展(台灣)商業銀行股份有限公司,5年以上,大學、碩士,不拘
QRA Engineer(Quality & Reliability Assurance Engineer),盧森堡商達爾國際股份有限公司台灣分公司,5年以上,大學、碩士,不拘
香港門市主管Store Manager,偉太健康科技有限公司,8年以上,大學以上,不拘
技術行銷工程師,鴻海精密工業股份有限公司,2年以上,大學、碩士,不拘
Fragrance Consultant [ SOGO台北復興館 ],潘海利根有限公司,2年以上,高中以上,不拘
Fragrance Consultant - Part Time [ SOGO台北復興館 ],潘海利根有限公司,不拘,不拘,不拘
"OEM 業務客戶經理(Account Manager, OEM)",台灣洛克威爾國際股份有限公司,5年以上,大學、碩士,不拘
【Sales】業務主任 - 1900547,宏碁股份有限公司,3年以上,大學、碩士,不拘
A0498 AGV無人搬運車FAE 工程師/課級,仁寶電腦工業股份有限公司,6年以上,專科以上,不拘
【Penang Branch】Senior Applications Engineer,原相科技股份有限公司,1年以上,大學、碩士,不拘
RD20422 Marketing Manager,華碩電腦股份有限公司,10年以上,碩士,不拘
Microsoft Tele SAM 微軟軟體資產管理師,博彥科技有限公司,不拘,大學、碩士,不拘
(彰基體系) Sales Representative - DM,賽諾菲股份有限公司,1年以上,大學以上,不拘
Sales and Operation Planning Specialist,瑞健股份有限公司,3年以上,大學、碩士,不拘
Field Service Manager,"台灣賽默飛世爾科技股份有限公司 _Thermo Fisher Scientific Taiwan Co., Ltd.",5年以上,專科、大學,不拘
(NDS1-B065 ) Business Development Sales Manager-亞太區,新漢股份有限公司,5年以上,大學、碩士,不拘
【Vpon JP】Sr. Ad Sales Manager,威朋大數據股份有限公司,3年以上,大學以上,不拘
Senior sales 主任業務代表,東京威力科創股份有限公司,3年以上,專科以上,不拘
專案經理(pre-sales) (新竹)-B300,精誠資訊股份有限公司,3年以上,大學、碩士,不拘
Project Manager (base in Japan),行動貝果有限公司,3年以上,大學以上,不拘
Account Executive - 先進外科 臺南,百特醫療產品股份有限公司,2年以上,大學,不拘
"FAE, Solutions #075671",伊頓飛瑞慕品股份有限公司,不拘,大學、碩士,不拘
Sales Manager (KHH),DHL_新加坡商敦豪全球貨運物流股份有限公司台灣分公司,10年以上,大學以上,不拘
108124 Sr.Marketing Specialist (二),凌華科技股份有限公司,5年以上,大學,不拘
Sales Manager (Germany),勤誠興業股份有限公司,5年以上,大學以上,不拘
臨床專員Clinical Support Specialist,台灣泰爾茂醫療產品股份有限公司,5年以上,大學、碩士,不拘
Senior Customer Quality Engineer,新加坡商利特(遠東)股份有限公司,5年以上,大學以上,不拘
【趨勢科技】Digital Business Engineer,怡東人事顧問股份有限公司,不拘,大學以上,不拘
"AM, Intermediary Business Client Advisor, Associate (通路業務部)",摩根證券投資信託股份有限公司,5年以上,大學、碩士,不拘
Client Executive-AE or SAE,美商達信保險經紀人股份有限公司台灣分公司(總公司),3年以上,大學以上,不拘
網頁設計師 (Web Designer),訊連科技股份有限公司,2年以上,大學、碩士,不拘
SA20210 Country Product Manager (Egypt),華碩電腦股份有限公司,2年以上,大學、碩士,不拘
(SA)Product Line Manager (x86/NA/DC_SW),神準科技股份有限公司,不拘,大學以上,不拘
Digital Sales Representative,美商默沙東藥廠股份有限公司台灣分公司,3年以上,大學以上,不拘
S100_(Associate) Product Marketing Manager,嵩森科技股份有限公司,10年以上,專科、大學、碩士,不拘
Field Application Engineers servicing the North America Market,晶心科技股份有限公司,5年以上,大學以上,不拘
Sr. IC System Design Engineer - Hsin Chu,英屬維京群島商富迪音訊科技股份有限公司台灣分公司,6年以上,碩士以上,不拘
【顧問部】顧問師/高級顧問師 (Management Consulting)-317B,KPMG_安侯建業聯合會計師事務所,1年以上,大學、碩士,不拘
Store Manager [ SOGO台北復興館 ],潘海利根有限公司,8年以上,高中以上,不拘
Store Manager [ 板橋大遠百 ],潘海利根有限公司,8年以上,高中以上,不拘
Store Manager [ 信義微風 ],潘海利根有限公司,8年以上,高中以上,不拘
(嘉義HP) Sales Representative - CNS & Internal Medicine,賽諾菲股份有限公司,不拘,大學以上,不拘
【IPC/Server】技術支援工程師(FAE)【日本】,神達電腦股份有限公司,不拘,大學以上,不拘
Field Service Engineer (Based in Taichung 台中),"台灣賽默飛世爾科技股份有限公司 _Thermo Fisher Scientific Taiwan Co., Ltd.",不拘,專科以上,不拘
Account Executive - 先進外科 台北,百特醫療產品股份有限公司,2年以上,大學,不拘
PM (SH BU),群光電能科技股份有限公司,2年以上,大學、碩士,不拘
"Product Manager, Display or Power Management IC",新加坡商利特股份有限公司台灣分公司,5年以上,大學以上,不拘
瑞銀投信 Channel Sales,瑞士商瑞士銀行股份有限公司台北分公司,3年以上,專科以上,"['具備財金專業知識', '金融商品業務銷售']"
瑞銀投信 Fixed Income Fund Manager,瑞士商瑞士銀行股份有限公司台北分公司,3年以上,專科以上,"['具備財金專業知識', '金融市場分析與資料蒐集', '金融產品風險評估']"
Business Development Manager (Russian),晶睿通訊股份有限公司,2年以上,大學、碩士,"['國外業務開發', '業務或通路開發', '業績目標分配與績效達成', '業績與管理報表撰寫']"
Treasures Investment Counsellor,星展(台灣)商業銀行股份有限公司,3年以上,大學、碩士,不拘
Sales Specialist (Storage),Hewlett Packard Enterprise_慧與科技股份有限公司,不拘,大學以上,不拘
Commmercial Excellence Systems Manager,"Alcon Services AG, Taiwan Branch_瑞士商愛爾康大藥廠股份有限公司台灣分公司",3年以上,大學、碩士,不拘
T600-業務專員 Sales Specialist (Cloud Service),上奇科技股份有限公司,2年以上,專科、大學,不拘
Senior sourcing specialist,香港商艾沛克斯利益得工具有限公司台灣分公司,6年以上,大學、碩士,不拘
Strategic Marketing Manager – Electronics,新加坡商矽比科亞洲有限公司寶琳分公司,10年以上,大學以上,不拘
PM(台北),建興儲存科技股份有限公司,2年以上,大學以上,不拘
"*中南區*HP數位印刷儲備業務幹部(上班地點：台中), 有印刷相關業務經驗者尤佳",上奇科技股份有限公司,3年以上,大學以上,不拘
(TMR- ) 資深資安系統銷售工程師,新漢股份有限公司,5年以上,大學、碩士,不拘
Marketing Manager (Business Solution),訊連科技股份有限公司,5年以上,大學、碩士,不拘
C00-國外業務(資深)工程師(SC),D-Link_友訊科技股份有限公司,3年以上,大學以上,不拘
France Sales Manager,瀚宇彩晶股份有限公司,4年以上,大學以上,不拘
幹細胞緊緻因子皮膚保養品--行銷儲備幹部,天姿雅生物科技有限公司,不拘,不拘,不拘
Business DevelopmentManager,雲飛傳媒有限公司,不拘,大學、碩士,不拘
Business Development (based in Philippines),D-Link_友訊科技股份有限公司,10年以上,大學、碩士,不拘
Account manager_EDU,Tektronix Taiwan Ltd._太克科技股份有限公司,3年以上,大學、碩士,"['半導體產業市場分析', '電子零件產品資訊蒐集']"
Account manager_STA,Tektronix Taiwan Ltd._太克科技股份有限公司,5年以上,大學、碩士,"['半導體產業市場分析', '電子零件產品資訊蒐集']"
Marketing Specialist  行銷專員 TC19004,"Super Micro Computer, Inc._美超微電腦股份有限公司",5年以上,大學、碩士,不拘
Senior Graphic Designer,台灣榮保科技有限公司,5年以上,專科、大學,不拘
營運規劃管理師,ETC＿遠通電收股份有限公司,5年以上,大學以上,不拘
Assoicate Account Manager - 先進外科 臺中,百特醫療產品股份有限公司,2年以上,大學,不拘
Zyxel_Service Provider Sales Representative (Manager)_Taiwan,合勤企業集團_合勤科技股份有限公司,3年以上,大學、碩士,不拘
"Assistant Manager, Quality Management CRM (觀音)",台灣巴斯夫股份有限公司,5年以上,大學、碩士,不拘
"Business Development Manager— Laparoscopy, Suture & Biosurgicals",德商B. Braun Group _台灣柏朗股份有限公司,7年以上,大學、碩士,"['危機與議題管理', '協商談判能力', '部門績效目標管理', '業務或通路開發', '業績目標分配與績效達成']"
Service Delivery Manager,德商默克在台集團_台灣默克股份有限公司,不拘,專科以上,不拘
Business Line Manager,台灣萊寶股份有限公司,10年以上,大學以上,不拘
(Sr.) Product Engineer 資深/產品工程師-TC19280,"Super Micro Computer, Inc._美超微電腦股份有限公司",3年以上,大學以上,不拘
R0000038: Sr. Global Product Manager(SaaS),Trend Micro_趨勢科技股份有限公司,5年以上,大學、碩士,不拘
Product Engineer 產品工程師-TC19171,"Super Micro Computer, Inc._美超微電腦股份有限公司",1年以上,大學以上,不拘
業務行銷類-半導體設備業務工程師 Sales Engineer-新竹,ASM Pacific_香港商先進太平洋股份有限公司台灣分公司,1年以上,大學、碩士,不拘
SA20221 Commercial Market Development Manager (APAC/EMEA),華碩電腦股份有限公司,5年以上,大學、碩士,不拘
Service/Process Management Profession -HsinChu,台灣先藝科技股份有限公司,10年以上,大學以上,不拘
Digital Content & UX Manager,台灣萊雅股份有限公司,5年以上,大學以上,不拘
